	acc	val_acc	val_acc_real	loss	val_loss	epochs	conv_num_filters	conv_kernel_size	conv_act	out_act	time_stamp
0	0.2823333333333333	0.4871428571428572		2.372770894731794	1.8440756256466817	1	32	3	sigmoid	sigmoid	2019-03-11 03:12:49.793146
1	0.5274285714285715	0.5345714285714286		1.7107283958253403	1.6674840487525575	2	32	3	sigmoid	sigmoid	
2	0.5705952380952379	0.5722380952380952		1.5891083354722886	1.5977408595766343	3	32	3	sigmoid	sigmoid	
3	0.5962380952380952	0.5879047619047619		1.5108306535766238	1.5350179199945357	4	32	3	sigmoid	sigmoid	
4	0.6144761904761905	0.6004285714285714		1.4411091894649324	1.4894794485455467	5	32	3	sigmoid	sigmoid	
5	0.6302142857142857	0.6133809523809524		1.3840396896998088	1.4449254035041446	6	32	3	sigmoid	sigmoid	
6	0.6406666666666667	0.6108571428571429		1.3428621320951553	1.4367817294257028	7	32	3	sigmoid	sigmoid	
7	0.6472738095238095	0.6275714285714286		1.3146844989458721	1.3754236711774557	8	32	3	sigmoid	sigmoid	
8	0.6517261904761905	0.6282380952380953		1.294556491602035	1.3885682838076636	9	32	3	sigmoid	sigmoid	
9	0.657952380952381	0.6339523809523809		1.2737562767664592	1.359382188706171	10	32	3	sigmoid	sigmoid	
10	0.6633452380952379	0.6330476190476191		1.2532533133824666	1.3482346345810663	11	32	3	sigmoid	sigmoid	
11	0.6654285714285715	0.6376190476190476		1.2391067762147812	1.3380172776494708	12	32	3	sigmoid	sigmoid	
12	0.6692261904761905	0.6395238095238095		1.2246033462115695	1.3453435135795957	13	32	3	sigmoid	sigmoid	
13	0.6726547619047619	0.6426666666666667		1.2139734005019778	1.317458308401562	14	32	3	sigmoid	sigmoid	
14	0.6745357142857142	0.6440476190476191		1.2020050305298398	1.317012290318807	15	32	3	sigmoid	sigmoid	
15	0.6773333333333333	0.6439047619047619		1.1907302368822552	1.3046835527874174	16	32	3	sigmoid	sigmoid	
16	0.6815357142857142	0.6481428571428571		1.1781638414065043	1.3031221029644922	17	32	3	sigmoid	sigmoid	
17	0.6829404761904762	0.6439047619047619		1.1692254661946069	1.3080198618570964	18	32	3	sigmoid	sigmoid	
18	0.6860833333333334	0.6493809523809524		1.1605019614696503	1.2867026884896415	19	32	3	sigmoid	sigmoid	
19	0.6883690476190476	0.6533809523809524		1.1492628923711323	1.2769764794395084	20	32	3	sigmoid	sigmoid	
20	0.6905238095238095	0.6480476190476191		1.1380379283655258	1.2950668587684628	21	32	3	sigmoid	sigmoid	
21	0.6955595238095238	0.6562857142857143		1.126096686215628	1.2670496333440144	22	32	3	sigmoid	sigmoid	
22	0.6951785714285714	0.6555238095238095		1.1180534216335842	1.2721303019296557	23	32	3	sigmoid	sigmoid	
23	0.6978928571428571	0.6547619047619048		1.1105947967029752	1.2758157205127534	24	32	3	sigmoid	sigmoid	
24	0.6988571428571428	0.660952380952381		1.1005599813120706	1.2400992536090671	25	32	3	sigmoid	sigmoid	
25	0.7025357142857143	0.6567619047619048		1.0943610562597	1.2534954737935748	26	32	3	sigmoid	sigmoid	
26	0.7036428571428571	0.6586666666666666		1.0871051915032524	1.2497404370989118	27	32	3	sigmoid	sigmoid	
27	0.7045714285714286	0.6607619047619048		1.0814351912339528	1.2474441357567196	28	32	3	sigmoid	sigmoid	
28	0.7071428571428572	0.6665714285714286		1.073479212102436	1.2183763563973562	29	32	3	sigmoid	sigmoid	
29	0.7080357142857143	0.6674285714285715		1.0683351531369345	1.231947662285396	30	32	3	sigmoid	sigmoid	
30	0.7097023809523809	0.671047619047619		1.0618972774119604	1.2149375771567934	31	32	3	sigmoid	sigmoid	
31	0.7114404761904762	0.6718095238095239		1.0577694454193116	1.2136877159845259	32	32	3	sigmoid	sigmoid	
32	0.7122976190476189	0.6708095238095239		1.05210565777052	1.2098844702130271	33	32	3	sigmoid	sigmoid	
33	0.7135714285714285	0.6707142857142857		1.0459016626675923	1.2051674941834951	34	32	3	sigmoid	sigmoid	
34	0.71475	0.6723333333333333		1.0421022319907234	1.209135269800822	35	32	3	sigmoid	sigmoid	
35	0.7154047619047619	0.6737619047619048		1.03795224689302	1.198891332126799	36	32	3	sigmoid	sigmoid	
36	0.715	0.6753809523809524		1.033896790266037	1.1999943143299647	37	32	3	sigmoid	sigmoid	
37	0.7180952380952381	0.6709999999999999		1.0292590921322504	1.206974226611001	38	32	3	sigmoid	sigmoid	
38	0.7189285714285715	0.6725238095238095		1.025487342380342	1.1990943514278958	39	32	3	sigmoid	sigmoid	
39	0.7205357142857143	0.6711428571428572		1.0216530611515044	1.2100263996124268	40	32	3	sigmoid	sigmoid	
40	0.7209404761904762	0.6766190476190476		1.0174630716641744	1.1941056465194342	41	32	3	sigmoid	sigmoid	
41	0.7214880952380952	0.6777142857142857		1.013869902429127	1.1923992466926574	42	32	3	sigmoid	sigmoid	
42	0.7228809523809524	0.6749523809523811		1.0095643620263963	1.1963915788559687	43	32	3	sigmoid	sigmoid	
43	0.7219642857142857	0.6767142857142857		1.0082574482872373	1.1846803263255528	44	32	3	sigmoid	sigmoid	
44	0.7233452380952381	0.6791428571428572		1.00399461600894	1.1827001717885337	45	32	3	sigmoid	sigmoid	
45	0.7247857142857143	0.6727619047619048		1.001756244954609	1.2078406082334971	46	32	3	sigmoid	sigmoid	
46	0.7263571428571428	0.6813333333333333		0.9984639939467111	1.1755181290762764	47	32	3	sigmoid	sigmoid	
47	0.7254880952380952	0.68		0.9958149812448592	1.183900309176672	48	32	3	sigmoid	sigmoid	
48	0.7274166666666667	0.6777619047619048		0.9925418387140548	1.1912151768094017	49	32	3	sigmoid	sigmoid	
49	0.7278452380952379	0.6779999999999999	0.6791111111111111	0.9892392302354176	1.1886500319753377	50	32	3	sigmoid	sigmoid	2019-03-11 03:59:04.392239
50	0.28191666666666665	0.44566666666666666		2.357844680059524	1.9331475242433092	1	32	3	sigmoid	softplus	2019-03-11 03:59:04.409217
51	0.5077619047619047	0.552		1.7679783253442674	1.6384045494624546	2	32	3	sigmoid	softplus	
52	0.581952380952381	0.5854761904761905		1.546478886127472	1.5144578593117848	3	32	3	sigmoid	softplus	
53	0.6143571428571428	0.6023809523809524		1.4402408754257932	1.4685770334062125	4	32	3	sigmoid	softplus	
54	0.6265357142857143	0.6154761904761905		1.3865053277696882	1.4239539886429196	5	32	3	sigmoid	softplus	
55	0.6381547619047621	0.6180476190476191		1.346119768506005	1.419676925954365	6	32	3	sigmoid	softplus	
56	0.6456547619047619	0.6175714285714285		1.312882817154839	1.406152494521368	7	32	3	sigmoid	softplus	
57	0.6529047619047619	0.6286666666666667		1.2851784198397682	1.3721390791847592	8	32	3	sigmoid	softplus	
58	0.6603452380952379	0.6373333333333333		1.259811887366431	1.3439960230872745	9	32	3	sigmoid	softplus	
59	0.6655952380952381	0.6397142857142857		1.2374476162365504	1.341767496699379	10	32	3	sigmoid	softplus	
60	0.6700357142857143	0.647952380952381		1.2200376509938922	1.3095253173510233	11	32	3	sigmoid	softplus	
61	0.67575	0.6459999999999999		1.2007038119974591	1.3029947034744989	12	32	3	sigmoid	softplus	
62	0.6784523809523809	0.6491904761904762		1.187777398064023	1.2961398355620248	13	32	3	sigmoid	softplus	
63	0.6818571428571428	0.6555238095238095		1.174221209230877	1.2737114504405431	14	32	3	sigmoid	softplus	
64	0.6848095238095238	0.651952380952381		1.1628393862247468	1.290694917678833	15	32	3	sigmoid	softplus	
65	0.6880595238095238	0.6583333333333333		1.151289768139521	1.264114163966406	16	32	3	sigmoid	softplus	
66	0.6901309523809523	0.6628571428571428		1.1423373743465968	1.2516177555265882	17	32	3	sigmoid	softplus	
67	0.6925238095238095	0.6587142857142857		1.133331431604567	1.2686447295688448	18	32	3	sigmoid	softplus	
68	0.6948095238095238	0.6614761904761904		1.1238343074208217	1.2588302385239374	19	32	3	sigmoid	softplus	
69	0.6951071428571428	0.6644761904761904		1.1171161159674328	1.2453152114550272	20	32	3	sigmoid	softplus	
70	0.6975119047619047	0.6621904761904762		1.1080919086592538	1.2524394063041324	21	32	3	sigmoid	softplus	
71	0.6990952380952381	0.6624761904761904		1.1036717574709938	1.2511461572647096	22	32	3	sigmoid	softplus	
72	0.7010595238095239	0.6628095238095238		1.0951556313492004	1.242230023883638	23	32	3	sigmoid	softplus	
